TIPO ATO;ÓRGÃO;Nº;DATA ASSINATURA;EMENTA;DATA DOM;OBSERVAÇÃO;ASSUNTO;LINK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;BELOTUR;050;07/10/2021;Estabelece as hipóteses de tratamento de dados pessoais da Empresa Municipal de Turismo de Belo Horizonte S/A - BELOTUR, para atendimento à Lei Federal n.º 13.709/2018, Lei Geral de Proteção de Dados Pessoais (LGPD).;09/10/2021;;CONTROLADORIA - LGPD;https://dom-web.pbh.gov.br/visualizacao/ato/3619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMED;191;07/10/2021;"Altera a Portaria SMED nº 073/2021 e dá outras providências.

";09/10/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/3647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMED;189;08/10/2021;Convoca os Professores Municipais das Escolas Municipais de Ensino Especial da Rede Municipal de Educação de Belo Horizonte a exercer suas atribuições em regime especial de trabalho e dá outras providências.;12/10/2021;REPUBLICADO;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/3729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.738;14/10/2021;Altera os Anexos I e II do Decreto nº 17.361, de 22 de maio de 2020, que dispõe sobre a reabertura gradual e segura dos setores que tiveram as atividades suspensas em decorrência das medidas para enfrentamento e prevenção à epidemia de covid-19.;15/10/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/3890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;562;14/10/2021;Altera a Portaria SMSA/SUS-BH nº 0482/2021, que dispõe sobre protocolos específicos de vigilância em saúde para teatros, shows e espetáculos autorizados nos termos do Decreto nº 17.361, de 22 de maio de 2020.;15/10/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/3887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;563;14/10/2021;Altera a Portaria SMSA/SUS-BH nº 0332/2021, que dispõe sobre protocolos específicos de vigilância em saúde para jogos de futebol profissional nos termos do Decreto nº 17.361, de 22 de maio de 2020.;15/10/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/3888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;564;14/10/2021;Altera a Portaria SMSA/SUS-BH nº 0484/2021, que dispõe sobre protocolos específicos de vigilância em saúde para eventos sociais autorizados nos termos do Decreto nº 17.361, de 22 de maio de 2020.;15/10/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/3889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;BELOTUR;052;11/10/2021;Institui a Política de Concessão de Apoios da Empresa Municipal de Turismo de Belo Horizonte S/A – Belotur.;16/10/2021;"Missa?o: criar condições para que Belo Horizonte se torne um singular Destino Turístico Inteligente, mais competitivo e sustentável, e cada vez mais atrativo para seus moradores, visitantes e investidores;";CONCESSÃO DE APOIOS - BELOTUR;https://dom-web.pbh.gov.br/visualizacao/ato/3891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMEL;027;14/10/2021;Dispõe sobre a retomada de atividades e reabertura de equipamentos esportivos e de lazer.;16/10/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/3969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;BHTRANS;102;14/10/2021;Estabelece os benefícios a serem concedidos aos empregados e dá outras providências.;16/10/2021;;PESSOAL - BHTRANS;https://dom-web.pbh.gov.br/visualizacao/ato/3894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.739;18\10\2021;Altera o Decreto nº 16.680, de 31 de agosto de 2017, que dispõe sobre a organização da Secretaria Municipal de Esportes e Lazer.;19\10\2021;;ESTRUTURA;https://dom-web.pbh.gov.br/visualizacao/ato/4034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.740;18\10\2021;Altera o Decreto nº 16.679, de 31 de agosto de 2017, que dispõe sobre a organização da Secretaria Municipal de Desenvolvimento Econômico.;19\10\2021;;ESTRUTURA;https://dom-web.pbh.gov.br/visualizacao/ato/4035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA ;SMPOG;57;20\10\2021;"Estabelece prazo para suspensão de
adesão e movimentação aos planos de saúde e
odontológicos nos contratos coletivos do MBH";21\10\2021;;PESSOAL - SAÚDE DO SERVIDOR;https://dom-web.pbh.gov.br/visualizacao/ato/4155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESOLUÇÃO;CMAS;47;13\10\2021;"Aprova a proposta de reprogramação
de saldo financeiro referente ao repasse emergencial de recursos federais para execução de ações
socioassistenciais e estruturação da rede no âmbito dos estados, Distrito Federal e municípios,
devido à situação de emergência em saúde pública de importância internacional em decorrência da Infecção Humana pelo novo coronavírus
(COVID-19).";21\10\2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA\SUS;569;20\10\2021;"Altera a Portaria SMSA/SUS-BH nº
0485/2021, que dispõe sobre protocolos específicos
de vigilância em saúde para eventos de corrida autorizados nos termos do Decreto nº 17.361, de 22 de
maio de 2020";21\10\2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA\SUS;579;22\10\2021;"Dispõe sobre protocolos específicos de
vigilância em saúde para eventos esportivos autorizados nos termos do Decreto nº 17.361, de 22 de
maio de 2020.";23\10\2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA\SUS;580;22\10\2021;"Altera a Portaria SMSA/SUS-BH nº 0332/2021, que dispõe sobre protocolos específicos de
vigilância em saúde para jogos de futebol profissional nos termos do Decreto nº 17.361, de 22 de maio
de 2020";23\10\2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA\SUS;581;22\10\2021;"Altera a Portaria SMSA/SUS-BH nº 0482/2021, que dispõe sobre protocolos específicos de vigilância em saúde para teatros, shows e espetáculos autorizados nos termos do Decreto nº 17.361, de 22 de maio
de 2020.";23\10\2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;11.319;22\10\2021;"Cria a Superintendência de Mobilidade
do Município de Belo Horizonte - Sumob - e dá
outras providências.";23\10\2021;;POLÍTICA URBANA - SUMOB;https://dom-web.pbh.gov.br/visualizacao/ato/4320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.745;22\10\2021;"Altera o Anexo II do Decreto nº 17.361, de 22 de maio de 2020, que dispõe sobre a reabertura
gradual e segura dos setores que tiveram as atividades suspensas em decorrência das medidas para enfrentamento e prevenção à epidemia de covid-19.";23\10\2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.749;25\10\2021;"Dispõe sobre a concessão de
férias regulamentares dos servidores públicos
estatutários no âmbito da administração direta.";26\10\2021;;PESSOAL - FÉRIAS;https://dom-web.pbh.gov.br/visualizacao/ato/4411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.750;25\10\2021;"Altera o Decreto nº 16.907, de 16
de maio de 2018, que dispõe sobre o exame
admissional no serviço público do Poder Executivo
e o Decreto nº 16.977, de 25 de setembro de 2018,
que regulamenta a concessão das licenças para
tratamento de saúde, por motivo de acidente em
serviço e por motivo de doença em pessoa da
família.";26\10\2021;;PESSOAL - LICENÇA MÉDICA;https://dom-web.pbh.gov.br/visualizacao/ato/4412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.751;25\10\2021;"Altera o Decreto nº 16.627, de 9 de
junho de 2017, que dispõe sobre o horário de
funcionamento, a jornada de trabalho, o controle
de frequência, a compensação de jornada e
o banco de horas dos servidores públicos da
administração direta e fundacional do Poder
Executivo Municipal.";26\10\2021;;PESSOAL - JORNADA DE TRABALHO;https://dom-web.pbh.gov.br/visualizacao/ato/4413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;"
SMPOG/SMSP";4;27\10\2021;"Regulamenta o horário de
funcionamento do órgão e o cumprimento das
jornadas de trabalho dos servidores públicos
lotados na Secretaria Municipal de Segurança
e Prevenção, na Subsecretaria de Qualidade e
Controle e na Guarda Civil Municipal de Belo
Horizonte para os fins de apuração do registro
eletrônico de frequência.
O SECRETÁ";28\10\2021;;PESSOAL - SMSP;https://dom-web.pbh.gov.br/visualizacao/ato/4549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA\SUS-BH;584;27\10\2021;"Revoga dispositivos do Anexo da
Portaria SMSA/SUS-BH nº 0539/2021, que dispõe
sobre protocolos específicos de vigilância em
saúde para creches e escolas de educação infantil
e ensinos fundamental e médio autorizadas a
exercer suas atividades nos termos do Decreto nº
17.361, de 22 de maio de 2020.";28\10\2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPOG;060;30/10/2021;"Dispõe sobre os cursos a serem considerados para fins de obtenção da progressão por escolaridade dos servidores e empregados públicos da administração direta do Poder Executivo.

 ";03/11/2021;;PESSOAL - PROGRESSÃO;https://dom-web.pbh.gov.br/visualizacao/ato/4664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;11.320;01/11/2021;"Proíbe, no âmbito do Município de Belo Horizonte, a realização de qualquer evento que envolva crueldade ou maus-tratos a animal.

 ";02/11/2021;;MEIO AMBIENTE - DEFESA DOS ANIMAIS ;https://dom-web.pbh.gov.br/visualizacao/ato/4742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;589;01/11/2021;"Altera a Portaria SMSA/SUS-BH nº 0552/2021, que dispõe sobre protocolos específicos de vigilância em saúde para restaurantes, cantinas, sorveterias, bares e similares autorizados a funcionar nos termos do Decreto nº 17.361, de 22 de maio de 2020.

 ";02/11/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;590;01/11/2021;Altera a Portaria SMSA/SUS-BH nº 0481/2021, que dispõe sobre protocolos específicos de vigilância em saúde para cinemas autorizados a exercer suas atividades nos termos do Decreto nº 17.361, de 22 de maio de 2020.;02/11/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;591;01/11/2021;Altera a Portaria SMSA/SUS-BH nº 0332/2021, que dispõe sobre protocolos específicos de vigilância em saúde para jogos de futebol profissional nos termos do Decreto nº 17.361, de 22 de maio de 2020.;02/11/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;592;01/11/2021;Altera a Portaria SMSA/SUS-BH nº 0484/2021, que dispõe sobre protocolos específicos de vigilância em saúde para eventos sociais autorizados nos termos do Decreto nº 17.361, de 22 de maio de 2020.;02/11/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;593;01/11/2021;Altera a Portaria SMSA/SUS-BH nº 0482/2021, que dispõe sobre protocolos específicos de vigilância em saúde para teatros, shows e espetáculos autorizados nos termos do Decreto nº 17.361, de 22 de maio de 2020.;02/11/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMSA/SUS-BH;594;01/11/2021;"Altera a Portaria SMSA/SUS-BH nº 0579/2021, que dispõe sobre protocolos específicos de vigilância em saúde para eventos esportivos autorizados nos termos do Decreto nº 17.361, de 22 de maio de 2020.

 ";02/11/2021;;SAÚDE - COVID 19;https://dom-web.pbh.gov.br/visualizacao/ato/4748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
